timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_length,tcp_flags,inter_arrival_time,pps,port_diversity,flow_duration
1765549966.6651077,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.612877607345581,4.4,2,4.917118072509766
1765549966.8878322,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.22904372215271,1.0,1,4.9178478717803955
1765549967.1719718,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.506864070892334,4.4,2,4.585779905319214
1765549967.1924248,20.215.74.200,192.168.0.3,443,60797,6,81,PA,1.535599946975708,2.6,1,2.1499085426330566
1765549967.1924248,99.80.19.238,192.168.0.3,443,55013,6,79,PA,0.0,0.2,1,0.0
1765549967.240534,192.168.0.3,99.80.19.238,55013,443,6,54,A,0.06856226921081543,4.6,2,4.654342174530029
1765549967.240534,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.0,4.8,2,4.654342174530029
1765549967.2960923,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1279423236846924,1.0,1,4.499327898025513
1765549967.8948247,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.6542906761169434,4.6,2,4.922459602355957
1765549967.8948247,192.168.0.3,99.80.19.238,55013,443,6,82,PA,0.0,4.8,2,4.922459602355957
1765549968.020703,99.80.19.238,192.168.0.3,443,55013,6,54,A,0.8282783031463623,0.4,1,0.8282783031463623
1765549968.0230505,192.168.0.3,99.80.19.238,55013,443,6,77,PA,0.12822580337524414,4.8,2,4.9669249057769775
1765549968.064231,192.168.0.3,108.177.127.188,49659,5228,6,55,A,0.04118037223815918,4.8,3,4.9829137325286865
1765549968.1154616,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2276294231414795,1.0,1,4.911137342453003
1765549968.1665716,192.168.0.5,224.0.0.251,5353,5353,17,508,,1.984177827835083,1.6,2,4.96953010559082
1765549968.2203922,99.80.19.238,192.168.0.3,443,55013,6,54,A,0.19968914985656738,0.6,1,1.0279674530029297
1765549968.222135,108.177.127.188,192.168.0.3,5228,49659,6,66,A,0.0,0.2,1,0.0
1765549968.2960198,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.23178887367248535,4.6,2,4.488300085067749
1765549968.3482125,20.215.74.200,192.168.0.3,443,60797,6,158,PA,1.155787706375122,2.8,1,3.3056962490081787
1765549968.396474,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.10045409202575684,4.8,2,4.588754177093506
1765549968.6257856,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.32969331741333,1.0,1,4.698062181472778
1765549968.8266933,20.215.74.200,192.168.0.3,443,60797,6,1393,A,0.47848081588745117,3.0,1,3.78417706489563
1765549968.8330123,20.215.74.200,192.168.0.3,443,60797,6,95,PA,0.0063190460205078125,3.2,1,3.7904961109161377
1765549968.8330123,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.4365384578704834,4.8,2,4.619820833206177
1765549968.8330123,192.168.0.3,20.215.74.200,60797,443,6,462,PA,0.0,5.0,2,4.619820833206177
1765549968.9331048,20.215.74.200,192.168.0.3,443,60797,6,88,PA,0.10009241104125977,3.4,1,3.8905885219573975
1765549968.9786286,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.1456162929534912,5.2,2,4.765437126159668
1765549969.041437,192.168.0.3,20.215.74.200,60797,443,6,648,PA,0.06280827522277832,5.4,2,4.828245401382446
1765549969.1234677,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.0820307731628418,5.6,2,4.910276174545288
1765549969.3430004,20.215.74.200,192.168.0.3,443,60797,6,88,PA,0.409895658493042,3.6,1,4.3004841804504395
1765549969.3447397,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2292780876159668,1.0,1,4.916348695755005
1765549969.3447397,20.215.74.200,192.168.0.3,443,60797,6,459,PA,0.0017392635345458984,3.8,1,4.302223443984985
1765549969.3467488,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.2232811450958252,5.4,2,4.408896207809448
1765549969.523852,192.168.0.3,20.215.74.200,60797,443,6,82,PA,0.17710328102111816,5.6,2,4.585999488830566
1765549969.6354861,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.1116340160369873,5.8,2,4.697633504867554
1765549969.7521052,20.215.74.200,192.168.0.3,443,60797,6,54,A,0.4073655605316162,4.0,1,4.709589004516602
1765549969.7540276,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.128242015838623,1.0,1,4.703243970870972
1765549970.3430197,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.707533597946167,4.8,2,4.987437963485718
1765549970.5716443,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2269046306610107,1.0,1,4.912855863571167
1765549970.7573678,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.41434812545776367,4.2,2,4.705137729644775
1765549970.9800446,52.146.136.38,192.168.0.3,443,60806,6,81,PA,6.551653623580933,0.2,1,0.0
1765549970.9828045,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.2287769317626953,1.0,1,4.814654588699341
1765549971.0320704,192.168.0.3,52.146.136.38,60806,443,6,54,A,0.2747025489807129,4.4,2,4.979840278625488
1765549971.5798194,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.5477490425109863,4.4,2,4.9147117137908936
1765549971.6037416,20.215.74.200,192.168.0.3,443,60797,6,1321,PA,1.8516364097595215,1.8,1,4.411316871643066
1765549971.6037416,192.168.0.3,20.215.74.200,60797,443,6,467,PA,0.023922204971313477,4.6,2,4.938633918762207
1765549971.6996906,20.215.74.200,192.168.0.3,443,60797,6,54,A,0.09594893455505371,2.0,1,4.50726580619812
1765549971.6996906,20.215.74.200,192.168.0.3,443,60797,6,88,PA,0.0,2.2,1,4.50726580619812
1765549971.7479734,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.14423179626464844,4.6,2,4.5760016441345215
1765549971.7640135,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.1923692226409912,1.0,1,4.876181364059448
1765549971.8174489,192.168.0.3,20.215.74.200,60797,443,6,653,PA,0.06947541236877441,4.8,2,4.645477056503296
1765549971.9935546,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.17610573768615723,5.0,2,4.821582794189453
1765549972.0186446,20.215.74.200,192.168.0.3,443,60797,6,88,PA,0.3189539909362793,2.4,1,4.826219797134399
1765549972.0601141,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.0665595531463623,5.2,2,4.888142347335815
1765549972.0854354,20.215.74.200,192.168.0.3,443,60797,6,464,PA,0.06679081916809082,2.6,1,4.89301061630249
1765549972.1269321,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.0668179988861084,5.4,2,4.954960346221924
1765549972.1433792,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1605746746063232,1.0,1,4.847286939620972
1765549972.1613555,192.168.0.5,224.0.0.251,5353,5353,17,508,,3.994783878326416,0.4,1,3.994783878326416
1765549972.7219105,192.168.0.5,224.0.0.251,5353,5353,17,107,,0.5605549812316895,0.6,1,4.5553388595581055
1765549972.7786849,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.6517527103424072,5.0,2,4.883860111236572
1765549973.027244,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.263230562210083,1.0,1,4.911782503128052
1765549973.051934,192.168.0.3,52.146.136.38,60806,443,6,82,PA,0.27324914932250977,4.6,2,4.987703084945679
1765549973.1582148,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.10628080368041992,4.6,1,4.862195014953613
1765549973.2316306,52.146.136.38,192.168.0.3,443,60806,6,54,A,2.2515859603881836,0.4,1,2.2515859603881836
1765549973.436096,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.2927167415618896,1.0,1,4.810310363769531
1765549974.0349038,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.8766889572143555,3.8,1,4.993466854095459
1765549974.051089,192.168.0.3,18.97.36.51,51769,443,6,292,PA,0.016185283660888672,3.8,1,4.927621364593506
1765549974.255939,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2286949157714844,1.0,1,4.911199331283569
1765549974.255939,18.97.36.51,192.168.0.3,443,51769,6,54,A,0.0,0.2,1,0.0
1765549974.255939,18.97.36.51,192.168.0.3,443,51769,6,172,PA,0.0,0.4,1,0.0
1765549974.3046072,192.168.0.3,18.97.36.51,51769,443,6,54,A,0.25351810455322266,3.8,1,4.957858324050903
1765549974.4455986,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.1409914493560791,3.8,1,4.921746492385864
1765549974.470671,20.215.74.200,192.168.0.3,443,60797,6,1321,PA,2.385235548019409,1.4,1,4.7185657024383545
1765549974.470671,192.168.0.3,20.215.74.200,60797,443,6,467,PA,0.025072336196899414,4.0,1,4.946818828582764
1765549974.568262,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1321661472320557,1.0,1,4.814234495162964
1765549974.6009555,20.215.74.200,192.168.0.3,443,60797,6,88,PA,0.13028454780578613,1.6,1,4.848850250244141
1765549974.6574621,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.18679118156433105,3.8,1,4.31444239616394
1765549974.6655273,192.168.0.5,224.0.0.251,5353,5353,17,107,,1.9436168670654297,0.6,1,2.504171848297119
1765549974.717249,192.168.0.3,20.215.74.200,60797,443,6,653,PA,0.05978679656982422,4.0,1,4.374229192733765
1765549974.869843,20.215.74.200,192.168.0.3,443,60797,6,88,PA,0.2688875198364258,1.6,1,3.266101360321045
1765549974.9193602,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.20211124420166016,4.2,1,4.576340436935425
1765549975.1833882,20.215.74.200,192.168.0.3,443,60797,6,464,PA,0.31354522705078125,1.8,1,3.579646587371826
1765549975.2307947,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.3114345073699951,4.4,1,4.88777494430542
1765549975.2647917,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.0339970588684082,4.6,1,4.921772003173828
1765549975.5764792,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.3116874694824219,4.6,1,4.819111347198486
1765549975.598367,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.3424279689788818,0.8,1,3.834353446960449
1765549975.6970778,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1288156509399414,1.0,1,4.71427321434021
1765549976.6128979,192.168.0.3,34.233.49.149,53686,443,6,55,A,1.0364186763763428,4.0,1,4.864924430847168
1765549976.7177749,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.10487699508666992,4.2,1,4.969801425933838
1765549976.9232047,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.3248376846313477,0.8,1,3.895960569381714
1765549976.924284,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.2272062301635742,1.0,1,4.780904769897461
1765549977.5837011,192.168.0.3,104.18.32.47,59697,443,6,55,A,0.8659262657165527,3.4,1,4.805016279220581
1765549977.739296,104.18.32.47,192.168.0.3,443,59697,6,66,A,0.0,0.2,1,0.0
1765549977.938773,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.3550717830657959,3.4,1,4.886838912963867
1765549977.9414985,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.0027256011962890625,3.6,1,4.889564514160156
1765549978.149489,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.2252049446105957,1.0,1,4.713392972946167
1765549978.149489,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2262842655181885,0.8,1,3.893549919128418
1765549978.35499,54.80.219.230,192.168.0.3,443,65447,6,54,A,15.275940179824829,0.2,1,0.0
1765549978.3564897,192.168.0.3,54.80.219.230,65447,443,6,54,A,0.4149911403656006,3.4,1,4.3215858936309814
1765549978.7651868,192.168.0.5,224.0.0.22,0,0,0,54,,4.099659442901611,0.4,2,4.099659442901611
1765549979.1610627,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.8045730590820312,3.2,1,4.856455564498901
1765549979.1629372,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.0018744468688964844,3.4,1,4.858330011367798
1765549979.242265,192.168.0.3,52.146.136.38,60806,443,6,85,PA,0.07932782173156738,3.6,1,4.937657833099365
1765549979.2950196,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1455307006835938,1.0,1,4.726757526397705
1765549979.3780022,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.228513240814209,0.8,1,3.779635190963745
1765549979.3780022,52.146.136.38,192.168.0.3,443,60806,6,54,A,6.146371603012085,0.2,1,0.0
1765549979.4927435,192.168.0.5,224.0.0.22,0,0,0,54,,0.7275567054748535,0.6,2,4.827216148376465
1765549980.0930831,192.168.0.3,172.64.155.209,54478,443,6,55,A,0.8508181571960449,2.6,1,4.862288475036621
1765549980.262078,172.64.155.209,192.168.0.3,443,54478,6,66,A,0.0,0.2,1,0.0
1765549980.2980552,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.2049720287322998,2.4,1,4.721575975418091
1765549980.3876688,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.08961367607116699,2.6,1,4.811189651489258
1765549980.50438,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.2093603610992432,1.0,1,4.807302236557007
1765549980.607891,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.229888916015625,0.8,1,3.6846864223480225
1765549981.5133696,192.168.0.3,3.248.75.199,55016,443,6,55,A,1.1257007122039795,2.6,1,4.9004716873168945
1765549981.6137502,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.10038065910339355,2.6,1,4.895975351333618
1765549981.837545,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.333164930343628,1.0,1,4.9132609367370605
1765549981.83855,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.230659008026123,1.0,1,4.9153454303741455
1765549982.5540764,104.18.39.21,192.168.0.3,443,55899,6,78,PA,19.851781606674194,0.2,1,0.0
1765549982.5550823,192.168.0.3,104.18.39.21,55899,443,6,82,PA,0.9413321018218994,2.6,1,4.971381187438965
1765549982.7570019,104.18.39.21,192.168.0.3,443,55899,6,54,A,0.202925443649292,0.4,1,0.202925443649292
1765549982.852135,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.29705262184143066,2.6,1,4.9133620262146
1765549982.8531325,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.0009975433349609375,2.8,1,4.9143595695495605
1765549983.0654671,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.2279222011566162,1.0,1,4.915978193283081
1765549983.0654671,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.226917028427124,1.0,1,4.915978193283081
1765549983.1698291,20.215.74.200,192.168.0.3,443,60797,6,81,PA,7.986440896987915,0.2,1,0.0
1765549983.210787,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.3576545715332031,2.6,1,4.854297399520874
1765549983.3727043,20.215.74.200,192.168.0.3,443,60797,6,158,PA,0.20287513732910156,0.4,1,0.20287513732910156
1765549983.41445,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.20366287231445312,2.6,1,4.253387212753296
1765549984.0107737,192.168.0.3,185.25.182.20,60827,27037,6,108,PA,0.5963237285614014,2.8,2,4.849710941314697
1765549984.073616,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.06284236907958984,3.0,2,4.912553310394287
1765549984.073616,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.0,3.2,2,4.912553310394287
1765549984.192236,185.25.182.20,192.168.0.3,27037,60827,6,54,A,27.13666009902954,0.2,1,0.0
1765549984.1990364,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1335692405700684,1.0,1,4.904016733169556
1765549984.2931085,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2276413440704346,1.0,1,4.915106296539307
1765549985.204224,192.168.0.3,3.248.75.199,55016,443,6,55,A,1.130608081817627,2.6,2,4.9061689376831055
1765549985.3063064,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.1020822525024414,2.6,2,4.91863751411438
1765549985.327885,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1288485527038574,1.0,1,4.82350492477417
1765549985.5251017,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2319931983947754,1.0,1,4.917210578918457
1765549986.3374195,192.168.0.3,3.248.75.199,55016,443,6,55,A,1.0311131477355957,2.6,2,4.824049949645996
1765549986.4538116,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1259267330169678,1.0,1,4.61626672744751
1765549986.529174,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.19175457954406738,2.6,2,4.91542387008667
1765549986.7493405,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2242388725280762,1.0,1,4.91079044342041
1765549986.854994,52.146.136.38,192.168.0.3,443,60806,6,81,PA,7.476991891860962,0.2,1,0.0
1765549986.9045386,192.168.0.3,52.146.136.38,60806,443,6,54,A,0.3753645420074463,2.6,2,4.349456310272217
1765549987.460592,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.5560534000396729,2.8,2,4.90550971031189
1765549987.671445,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.2176332473754883,1.0,1,4.605977773666382
1765549987.7584245,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.2978324890136719,2.8,2,4.906289577484131
1765549987.9805484,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2312078475952148,1.0,1,4.915081262588501
1765549988.683179,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.9247543811798096,2.2,2,4.672405242919922
1765549988.8138494,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.142404556274414,1.0,1,4.6148130893707275
1765549988.9944158,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.3112368583679199,2.4,2,4.983642101287842
1765549989.2150822,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2345337867736816,1.0,1,4.921973705291748
1765549989.8182914,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.8238756656646729,2.0,1,4.614067316055298
1765549989.9413836,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1275341510772705,1.0,1,4.613498687744141
1765549990.2246935,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.4064021110534668,2.0,1,4.918387174606323
1765549990.4383965,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2233142852783203,1.0,1,4.913294792175293
1765549990.4895058,192.168.0.3,34.202.80.9,49222,443,6,55,A,0.2648122310638428,2.0,1,4.15208625793457
1765549990.6607869,192.168.0.3,20.215.74.200,60797,443,6,85,PA,0.171281099319458,2.2,1,4.323367357254028
1765549990.6874378,34.202.80.9,192.168.0.3,443,49222,6,66,A,45.20098090171814,0.2,1,0.0
1765549990.849822,20.215.74.200,192.168.0.3,443,60797,6,54,A,7.4771177768707275,0.2,1,0.0
1765549990.9555922,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.29480528831481934,2.4,1,4.618172645568848
1765549991.1542604,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.212876796722412,1.0,1,4.700448751449585
1765549991.4396162,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.4840240478515625,2.4,1,4.910442113876343
1765549991.666227,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2278306484222412,1.0,1,4.916886568069458
1765549992.0606441,192.168.0.3,185.60.218.53,64071,5222,6,124,PA,0.621027946472168,2.2,2,4.600052118301392
1765549992.1681652,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.10752105712890625,2.4,2,4.707573175430298
1765549992.1844819,185.60.218.53,192.168.0.3,5222,64071,6,54,A,28.980157613754272,0.2,1,0.0
1765549992.1865802,185.60.218.53,192.168.0.3,5222,64071,6,126,PA,0.0020983219146728516,0.4,1,0.0020983219146728516
1765549992.229394,192.168.0.3,185.60.218.53,64071,5222,6,54,A,0.06122875213623047,2.6,2,4.768801927566528
1765549992.2801778,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1259174346923828,1.0,1,4.6087329387664795
1765549992.682134,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.452739953994751,2.6,2,4.923709392547607
1765549992.8959184,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2296912670135498,1.0,1,4.915369987487793
1765549993.291972,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.6098380088806152,2.6,2,4.608793020248413
1765549993.5100598,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.229882001876831,1.0,1,4.6962103843688965
1765549993.612768,54.80.219.230,192.168.0.3,443,65447,6,54,A,15.25777792930603,0.2,1,0.0
1765549993.6137733,192.168.0.3,54.80.219.230,65447,443,6,54,A,0.32180142402648926,2.8,2,4.930594444274902
1765549993.9092834,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.29551005363464355,2.8,2,4.914867639541626
1765549994.2202966,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.324378252029419,0.8,1,3.78190016746521
1765549994.5242817,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.6149983406066895,2.8,2,4.705990314483643
1765549994.8312635,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.3212037086486816,1.0,1,4.889879941940308
1765549995.2203326,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.6960508823394775,2.8,2,4.995639085769653
1765549995.2400098,192.168.0.3,52.146.136.38,60806,443,6,85,PA,0.019677162170410156,2.8,2,4.750504016876221
1765549995.4260855,52.146.136.38,192.168.0.3,443,60806,6,54,A,8.571091413497925,0.2,1,0.0
1765549995.4260855,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2057888507843018,1.0,1,4.987689018249512
1765549995.8440783,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.6040685176849365,2.6,2,4.88848614692688
1765549996.3012109,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.469947338104248,0.8,1,4.021033048629761
1765549996.4368947,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.5928163528442383,2.6,2,4.997278451919556
1765549996.8933797,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.4672942161560059,0.8,1,3.9974613189697266
1765549997.1747453,99.80.19.238,192.168.0.3,443,55013,6,79,PA,28.954353094100952,0.2,1,0.0
1765549997.217554,192.168.0.3,99.80.19.238,55013,443,6,54,A,0.7806594371795654,2.2,2,4.988160133361816
1765549997.3080013,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.09044718742370605,2.2,1,4.6258673667907715
1765549997.4552908,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1540799140930176,0.8,1,3.9452309608459473
1765549997.8963628,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.5883615016937256,2.2,1,4.604390859603882
1765549997.8974552,192.168.0.3,99.80.19.238,55013,443,6,82,PA,0.0010924339294433594,2.4,1,4.605483293533325
1765549998.0532074,99.80.19.238,192.168.0.3,443,55013,6,54,A,0.8784620761871338,0.4,1,0.8784620761871338
1765549998.0555515,192.168.0.3,99.80.19.238,55013,443,6,77,PA,0.1580963134765625,2.6,1,4.763579607009888
1765549998.0949242,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2015445232391357,0.8,1,3.8746275901794434
1765549998.1738443,99.80.19.238,192.168.0.3,443,55013,6,54,A,0.1206369400024414,0.6,1,0.9990990161895752
1765549998.4134297,20.215.74.200,192.168.0.3,443,60797,6,158,PA,7.563607692718506,0.2,1,0.0
1765549998.4564524,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.40090084075927734,2.6,1,4.842679023742676
1765549998.458762,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.002309560775756836,2.8,1,4.844988584518433
1765549998.5737004,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1184096336364746,0.8,1,3.7424368858337402
1765549999.099163,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.6404011249542236,2.6,1,4.574881315231323
1765549999.173988,20.215.74.200,192.168.0.3,443,60797,6,81,PA,0.7605583667755127,0.4,1,0.7605583667755127
1765549999.220262,192.168.0.3,20.215.74.200,60797,443,6,54,A,0.12109899520874023,2.8,1,4.6959803104400635
1765549999.293085,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.1981608867645264,0.8,1,3.866999626159668
1765549999.5223546,192.168.0.3,20.215.74.200,60797,443,6,82,PA,0.3020925521850586,3.0,1,4.998072862625122
1765549999.5745347,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.05218005180358887,3.0,1,4.354202032089233
1765549999.6553423,20.215.74.200,192.168.0.3,443,60797,6,54,A,0.4813542366027832,0.6,1,1.241912603378296
1765549999.697786,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1240856647491455,1.0,1,4.866522550582886
1765550000.237646,192.168.0.3,192.168.0.1,55738,53,17,89,,0.6631114482879639,3.0,2,4.997636318206787
1765550000.3080554,192.168.0.1,192.168.0.3,53,55738,17,226,,0.0,0.2,1,0.0
1765550000.3080554,192.168.0.3,20.189.173.8,49256,443,6,66,S,0.07040929794311523,3.0,2,4.463977098464966
1765550000.3101835,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.002128124237060547,3.2,2,4.466105222702026
1765550000.493626,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.2005410194396973,0.8,1,3.6002464294433594
1765550000.5474548,20.189.173.8,192.168.0.3,443,49256,6,66,SA,0.0,0.2,1,0.0
1765550000.5474548,192.168.0.3,20.189.173.8,49256,443,6,54,A,0.23727130889892578,3.4,2,4.703376531600952
1765550000.5474548,192.168.0.3,20.189.173.8,49256,443,6,266,PA,0.0,3.6,2,4.703376531600952
1765550000.662707,192.168.0.3,192.168.0.1,53319,53,17,94,,0.11525225639343262,3.8,2,4.818628787994385
1765550000.7051003,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.04239320755004883,4.0,2,4.861021995544434
1765550000.7515082,192.168.0.1,192.168.0.3,53,53319,17,126,,0.4434528350830078,0.4,2,0.4434528350830078
1765550000.8042037,20.189.173.8,192.168.0.3,443,49256,6,2732,A,0.25674891471862793,0.4,1,0.25674891471862793
1765550000.8059814,192.168.0.3,20.189.173.8,49256,443,6,54,A,0.10088109970092773,4.2,2,4.961903095245361
1765550000.8080974,20.189.173.8,192.168.0.3,443,49256,6,1393,A,0.003893613815307617,0.6,1,0.26064252853393555
1765550000.8080974,20.189.173.8,192.168.0.3,443,49256,6,272,PA,0.0,0.8,1,0.26064252853393555
1765550000.8095596,192.168.0.3,20.189.173.8,49256,443,6,54,A,0.00357818603515625,4.4,2,4.965481281280518
1765550000.8095596,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1117734909057617,1.0,1,4.508348703384399
1765550000.8095596,192.168.0.3,20.189.173.8,49256,443,6,212,PA,0.0,4.6,2,4.965481281280518
1765550001.0533912,20.189.173.8,192.168.0.3,443,49256,6,123,PA,0.24529385566711426,1.0,1,0.5059363842010498
1765550001.0533912,192.168.0.3,20.189.173.8,49256,443,6,66,A,0.24383163452148438,4.6,2,4.616496562957764
1765550001.0533912,20.189.173.8,192.168.0.3,443,49256,6,105,PA,0.0,1.2,1,0.5059363842010498
1765550001.0533912,192.168.0.3,20.189.173.8,49256,443,6,54,A,0.0,4.8,2,4.616496562957764
1765550001.0638483,192.168.0.3,20.189.173.8,49256,443,6,141,PA,0.010457038879394531,5.0,2,4.626953601837158
1765550001.0638483,192.168.0.3,20.189.173.8,49256,443,6,1393,A,0.0,5.2,2,4.626953601837158
1765550001.065431,192.168.0.3,20.189.173.8,49256,443,6,238,PA,0.0015828609466552734,5.4,2,4.6285364627838135
1765550001.065431,192.168.0.3,20.189.173.8,49256,443,6,92,PA,0.0,5.6,2,4.6285364627838135
1765550001.0665157,192.168.0.3,20.189.173.8,49256,443,6,1393,A,0.0010845661163330078,5.8,2,4.6296210289001465
1765550001.0665157,192.168.0.3,20.189.173.8,49256,443,6,183,PA,0.0,6.0,2,4.6296210289001465
1765550001.296662,20.189.173.8,192.168.0.3,443,49256,6,92,PA,0.2432708740234375,1.4,1,0.7492072582244873
